

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.


queryDateTime:2007-11-21T06:10:20PST



Main Information Table for ABELL 0085



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|pos_ra_equ|pos_dec_equ|Object Type|Velocity|Redshift|Redshift_flag|DistanceArcmin|Number of References|Number of Notes|Number of Photometry Data Points|Number of Position Data Points|Number of Redshift Data Points|Number of Diameter Data Points|Number of Associations
231|ABELL 0085:[SDG98] 0221|  9.57608 |  -8.50919 |G|||||1|0|0|0|0|0|0
232|APMUKS(BJ) B003546.27-092223.6|  9.57617 |  -9.09842 |G|||||1|0|1|1|0|0|0
233|APMUKS(BJ) B003546.31-090310.1|  9.57675 |  -8.77789 |G|||||1|0|1|1|0|0|0
234|2MASX J00381847-0918446|  9.57690 |  -9.31227 |G| 45173| 0.150682 |    ||1|0|30|2|2|6|0
235|APMUKS(BJ) B003546.49-092350.1|  9.57721 |  -9.12242 |G|||||1|0|1|1|0|0|0
236|ABELL 0085:[SDG98] 0226|  9.57746 | -10.03306 |G|||||1|0|0|0|0|0|0
237|ABELL 0085:[SDG98] 0227|  9.57771 |  -8.74003 |G|||||1|0|0|0|0|0|0
238|APMUKS(BJ) B003546.83-093822.1|  9.57837 |  -9.36461 |G|||||1|0|1|1|0|0|0
239|ABELL 0085:[SDG98] 0229|  9.57854 |  -9.16883 |G|||||1|0|0|0|0|0|0
240|APMUKS(BJ) B003546.77-085414.0|  9.57858 |  -8.62911 |G|||||1|0|1|1|0|0|0
241|APMUKS(BJ) B003546.91-084621.2|  9.57933 |  -8.49767 |G|||||1|0|1|1|0|0|0
242|APMUKS(BJ) B003547.30-092524.2|  9.58050 |  -9.14853 |G|||||1|0|1|1|0|0|0
243|ABELL 0085:[SDG98] 0233|  9.58083 |  -9.21894 |G|||||1|0|0|0|0|0|0
244|ABELL 0085:[SDG98] 0234|  9.58104 |  -9.12575 |G|||||1|0|0|0|0|0|0
245|APMUKS(BJ) B003547.66-102943.6|  9.58133 | -10.22064 |G|||||1|0|1|1|0|0|0
246|ABELL 0085:[SDG98] 0236|  9.58158 |  -9.16700 |G|||||1|0|0|0|0|0|0
247|APMUKS(BJ) B003547.51-085107.6|  9.58183 |  -8.57728 |G|||||1|0|1|1|0|0|0
248|APMUKS(BJ) B003547.77-091546.1|  9.58250 |  -8.98803 |G|||||1|0|1|1|0|0|0
249|APMUKS(BJ) B003547.87-095356.0|  9.58250 |  -9.62408 |G|||||1|0|1|1|0|0|0
250|ABELL 0085:[SDG98] 0240|  9.58258 |  -9.15269 |G|||||1|0|0|0|0|0|0
251|ABELL 0085:[SDG98] 0241|  9.58287 | -10.02078 |G|||||1|0|0|0|0|0|0
252|SDSS J003819.94-100901.7|  9.58308 | -10.15049 |G| 65312| 0.217859 |    ||1|0|21|2|1|4|0
253|ABELL 0085:[SDG98] 0243|  9.58492 |  -9.33917 |G|||||1|0|0|0|0|0|0
254|APMUKS(BJ) B003548.53-084314.4|  9.58621 |  -8.44586 |G|||||1|0|1|1|0|0|0
255|ABELL 0085:[SDG98] 0245|  9.58633 |  -9.14008 |G|||||1|0|0|0|0|0|0
256|ABELL 0085:[SDG98] 0246|  9.58687 | -10.20717 |G|||||1|0|0|0|0|0|0
257|APMUKS(BJ) B003548.82-085849.2|  9.58717 |  -8.70561 |G|||||1|0|1|1|0|0|0
258|APMUKS(BJ) B003548.98-090024.3|  9.58779 |  -8.73194 |G|||||1|0|1|1|0|0|0
259|ABELL 0085:[SDG98] 0249|  9.58796 |  -9.07508 |G|||||1|0|0|0|0|0|0
260|ABELL 0085:[SDG98] 0250|  9.58808 |  -9.31339 |G|||||1|0|0|0|0|0|0
261|ABELL 0085:[SDG98] 0251|  9.58842 |  -9.04239 |G|||||1|0|0|0|0|0|0
262|SDSS J003821.46-095033.6|  9.58943 |  -9.84267 |G|105722| 0.352652 |    ||1|0|21|2|1|4|0
263|ABELL 0085:[SDG98] 0253|  9.59054 |  -9.17644 |G|||||1|0|0|0|0|0|0
264|APMUKS(BJ) B003549.79-093352.6|  9.59071 |  -9.28975 |G|||||1|0|1|1|0|0|0
265|APMUKS(BJ) B003549.91-093315.6|  9.59125 |  -9.27944 |G|||||1|0|1|1|0|0|0
266|SDSS J003822.15-090837.5|  9.59233 |  -9.14376 |G| 48574| 0.162024 |    ||2|0|22|2|1|4|0
267|ABELL 0085:[SDG98] 0257|  9.59267 |  -8.87219 |G|||||1|0|0|0|0|0|0
268|2MASX J00382228-1009366|  9.59277 | -10.16014 |G|||||1|0|10|2|0|2|0
269|2MASX J00382255-1001576|  9.59383 | -10.03255 |G| 38953| 0.129933 |    ||1|0|29|1|2|6|0
270|APMUKS(BJ) B003550.63-095409.6|  9.59388 |  -9.62786 |G|||||1|0|1|1|0|0|0
271|APMUKS(BJ) B003550.52-090656.0|  9.59417 |  -8.84081 |G|||||1|0|1|1|0|0|0
272|APMUKS(BJ) B003550.90-102947.1|  9.59471 | -10.22161 |G|||||1|0|1|1|0|0|0
273|APMUKS(BJ) B003550.69-084738.8|  9.59504 |  -8.51928 |G|||||1|0|1|1|0|0|0
274|ABELL 0085:[SDG98] 0264|  9.59629 |  -8.33411 |G|||||1|0|0|0|0|0|0
275|APMUKS(BJ) B003551.46-094101.0|  9.59754 |  -9.40875 |G|||||1|0|1|1|0|0|0
276|ABELL 0085:[SDG98] 0266|  9.59775 | -10.07794 |G|||||1|0|0|0|0|0|0
277|APMUKS(BJ) B003551.46-083722.7|  9.59842 |  -8.34828 |G|||||1|0|1|1|0|0|0
278|APMUKS(BJ) B003551.65-093703.5|  9.59850 |  -9.34278 |G|||||1|0|1|1|0|0|0
279|APMUKS(BJ) B003552.02-084801.0|  9.60054 |  -8.52553 |G|||||1|0|1|1|0|0|0
280|ABELL 0085:[SDG98] 0270|  9.60125 |  -9.95492 |G|||||1|0|0|0|0|0|0
281|APMUKS(BJ) B003552.49-093248.4|  9.60204 |  -9.27203 |G|||||1|0|1|1|0|0|0
282|ABELL 0085:[SDG98] 0272|  9.60279 |  -8.75894 |G|||||1|0|0|0|0|0|0
283|ABELL 0085:[SDG98] 0273|  9.60383 |  -8.31728 |G|||||1|0|0|0|0|0|0
284|ABELL 0085:[SDG98] 0274|  9.60417 |  -9.08453 |G|||||1|0|0|0|0|0|0
285|APMUKS(BJ) B003553.14-085430.0|  9.60512 |  -8.63358 |G|||||1|0|1|1|0|0|0
286|APMUKS(BJ) B003553.45-091647.8|  9.60613 |  -9.00514 |G|||||1|0|1|1|0|0|0
287|ABELL 0085:[SDG98] 0277|  9.60617 |  -9.35217 |G|||||1|0|0|0|0|0|0
288|ABELL 0085:[SDG98] 0278|  9.60708 |  -9.55903 |G|||||1|0|0|0|0|0|0
289|ABELL 0085:[SDG98] 0279|  9.60712 |  -9.25647 |G|||||1|0|0|0|0|0|0
290|APMUKS(BJ) B003553.80-091155.0|  9.60775 |  -8.92375 |G|||||1|0|1|1|0|0|0
291|APMUKS(BJ) B003554.15-101846.7|  9.60829 | -10.03822 |G|||||1|0|1|1|0|0|0
292|ABELL 0085:[SDG98] 0282|  9.60842 |  -8.41253 |G|||||1|0|0|0|0|0|0
293|ABELL 0085:[SDG98] 0283|  9.60925 |  -9.56994 |G|||||1|0|0|0|0|0|0
294|APMUKS(BJ) B003554.33-094649.9|  9.60950 |  -9.50569 |G|||||1|0|1|1|0|0|0
295|ABELL 0085:[SDG98] 0285|  9.61125 |  -8.74108 |G|||||1|0|0|0|0|0|0
296|APMUKS(BJ) B003554.87-092602.9|  9.61192 |  -9.15931 |G|||||1|0|1|1|0|0|0
297|ABELL 0085:[SDG98] 0287|  9.61313 |  -8.33425 |G|||||1|0|0|0|0|0|0
298|2MASX J00382719-0931476|  9.61343 |  -9.52982 |G| 37011| 0.123457 |    ||1|0|30|2|2|6|0
299|ABELL 0085:[SDG98] 0289|  9.61379 |  -8.63214 |G|||||1|0|0|0|0|0|0
300|APMUKS(BJ) B003555.89-092558.1|  9.61617 |  -9.15789 |G|||||1|0|1|1|0|0|0
301|APMUKS(BJ) B003556.12-100328.8|  9.61654 |  -9.78319 |G|||||1|0|1|1|0|0|0
302|APMUKS(BJ) B003555.93-090456.6|  9.61667 |  -8.80758 |G|||||1|0|1|1|0|0|0
303|SDSS J003828.00-093735.8|  9.61668 |  -9.62664 |G| 16569| 0.055268 |    ||1|0|21|2|2|4|0
304|APMUKS(BJ) B003555.99-092439.2|  9.61671 |  -9.13606 |G|||||1|0|1|1|0|0|0
305|SDSS J003828.09-094646.0|  9.61706 |  -9.77945 |QSO|473546| 1.579580 |    ||4|0|22|2|2|4|0
306|APMUKS(BJ) B003556.14-083915.9|  9.61775 |  -8.37969 |G|||||1|0|1|1|0|0|0
307|ABELL 0085:[SDG98] 0297|  9.61804 |  -9.76953 |G|||||1|0|0|0|0|0|0
308|ABELL 0085:[SDG98] 0298|  9.61850 |  -9.77192 |G|||||1|0|0|0|0|0|0
309|ABELL 0085:[SDG98] 0299|  9.61850 |  -9.76758 |G|||||1|0|0|0|0|0|0
310|ABELL 0085:[SDG98] 0300|  9.61875 |  -8.63128 |G|||||1|0|0|0|0|0|1
311|SDSS J003828.55-091136.2|  9.61899 |  -9.19341 |G|105421| 0.351646 |    ||1|0|20|1|1|4|0
312|APMUKS(BJ) B003556.40-083837.7|  9.61900 |  -8.36908 |G|||||1|0|1|1|0|0|0
313|ABELL 0085:[SDG98] 0303|  9.62042 |  -9.77189 |G|||||1|0|0|0|0|0|1
314|ABELL 0085:[SDG98] 0304|  9.62133 |  -9.82511 |G|||||1|0|0|0|0|0|0
315|ABELL 0085:[SDG98] 0305|  9.62288 |  -8.90175 |G|||||1|0|0|0|0|0|0
316|ABELL 0085:[SDG98] 0306|  9.62392 |  -9.19483 |G|||||1|0|0|0|0|0|0
317|2MASX J00382975-0919226|  9.62403 |  -9.32282 |G| 16898| 0.056366 |    ||1|0|30|2|2|6|0
318|APMUKS(BJ) B003557.91-085929.6|  9.62500 |  -8.71683 |G|||||1|0|1|1|0|0|0
319|ABELL 0085:[SDG98] 0309|  9.62637 |  -9.80536 |G|||||1|0|0|0|0|0|0
320|ABELL 0085:[SDG98] 0310|  9.62637 |  -9.43086 |G|||||1|0|0|0|0|0|0
321|ABELL 0085:[SDG98] 0311|  9.62688 |  -9.02114 |G|||||1|0|0|0|0|0|0
322|ABELL 0085:[SDG98] 0312|  9.62871 | -10.11542 |G|||||1|0|0|0|0|0|0
323|APMUKS(BJ) B003559.29-095935.3|  9.62979 |  -9.71836 |G|||||1|0|1|1|0|0|0
324|ABELL 0085:[SDG98] 0314|  9.63050 |  -8.31664 |G|||||1|0|0|0|0|0|0
325|APMUKS(BJ) B003559.46-100527.7|  9.63063 |  -9.81625 |G|||||1|0|1|1|0|0|0
326|APMUKS(BJ) B003559.58-102918.7|  9.63075 | -10.21372 |G|||||1|0|1|1|0|0|0
327|ABELL 0085:[SDG98] 0317|  9.63092 |  -9.00453 |G|||||1|0|0|0|0|0|0
328|ABELL 0085:[SDG98] 0318|  9.63233 |  -9.52603 |G|||||1|0|0|0|0|0|0
329|ABELL 0085:[SDG98] 0319|  9.63400 | -10.09422 |G|||||1|0|0|0|0|0|0
330|ABELL 0085:[SDG98] 0320|  9.63496 |  -8.31753 |G|||||1|0|0|0|0|0|1
331|ABELL 0085:[SDG98] 0321|  9.63554 |  -9.10325 |G|||||1|0|0|0|0|0|0
332|ABELL 0085:[SDG98] 0322|  9.63596 |  -9.23783 |G|||||1|0|0|0|0|0|0
333|ABELL 0085:[SDG98] 0323|  9.63604 | -10.08719 |G|||||1|0|0|0|0|0|0
334|ABELL 0085:[SDG98] 0324|  9.63663 |  -8.31681 |G|||||1|0|0|0|0|0|1
335|APMUKS(BJ) B003601.04-085506.0|  9.63796 |  -8.64364 |G|||||1|0|1|1|0|0|0
336|ABELL 0085:[SDG98] 0326|  9.63904 |  -8.97417 |G|||||1|0|0|0|0|0|0
337|ABELL 0085:[SDG98] 0327|  9.63904 | -10.09992 |G|||||1|0|0|0|0|0|0
338|ABELL 0085:[SDG98] 0328|  9.63946 |  -8.31508 |G|||||1|0|0|0|0|0|1
339|2MASX J00383350-0924201|  9.63968 |  -9.40552 |G| 24079| 0.080319 |    ||1|0|30|2|2|6|0
340|2MASX J00383363-0919161|  9.64001 |  -9.32130 |G|  5800| 0.019346 |    ||2|0|31|2|2|6|0
341|ABELL 0085:[SDG98] 0331|  9.64029 |  -8.46783 |G|||||1|0|0|0|0|0|0
342|ABELL 0085:[SDG98] 0332|  9.64054 |  -8.53308 |G|||||1|0|0|0|0|0|0
343|ABELL 0085:[SDG98] 0333|  9.64075 |  -8.31350 |G|||||1|0|0|0|0|0|0
344|APMUKS(BJ) B003601.96-093915.3|  9.64133 |  -9.37936 |G|||||1|0|1|1|0|0|0
345|ABELL 0085:[SDG98] 0335|  9.64142 |  -9.19939 |G|||||1|0|0|0|0|0|0
346|ABELL 0085:[SDG98] 0336|  9.64175 |  -9.83958 |G|||||1|0|0|0|0|0|0
347|ABELL 0085:[SDG98] 0337|  9.64183 |  -9.86919 |G|||||1|0|0|0|0|0|0
348|ABELL 0085:[SDG98] 0338|  9.64196 |  -9.50189 |G|||||1|0|0|0|0|0|0
349|APMUKS(BJ) B003602.17-095302.8|  9.64200 |  -9.60922 |G|||||1|0|1|1|0|0|0
350|APMUKS(BJ) B003602.29-093727.9|  9.64267 |  -9.34967 |G|||||1|0|1|1|0|0|0
351|VIII Zw 032|  9.64267 |  -9.11285 |G|  6094| 0.020327 |    ||7|1|31|4|2|6|0
352|ABELL 0085:[SDG98] 0342|  9.64283 |  -8.31075 |G|||||1|0|0|0|0|0|0
353|2MASX J00383438-0845591|  9.64344 |  -8.76640 |G| 16276| 0.054290 |    ||1|0|30|2|2|6|0
354|ABELL 0085:[SDG98] 0344|  9.64354 | -10.09428 |G|||||1|0|0|0|0|0|0
355|ABELL 0085:[SDG98] 0345|  9.64371 |  -9.96753 |G|||||1|0|0|0|0|0|0
356|APMUKS(BJ) B003602.49-090446.3|  9.64392 |  -8.80478 |G|||||1|0|1|1|0|0|0
357|ABELL 0085:[SDG98] 0347|  9.64408 |  -9.08242 |G|||||1|0|0|0|0|0|0
358|ABELL 0085:[SDG98] 0348|  9.64425 |  -9.97556 |G|||||1|0|0|0|0|0|0
359|APMUKS(BJ) B003602.78-091828.9|  9.64492 |  -9.03317 |G|||||1|0|1|1|0|0|0
360|2MASX J00383485-0928281|  9.64529 |  -9.47458 |G| 16556| 0.055226 |    ||1|0|10|1|0|2|0
361|APMUKS(BJ) B003603.30-095446.0|  9.64671 |  -9.63775 |G|||||1|0|1|1|0|0|0
362|2MASX J00383526-0914341|  9.64704 |  -9.24270 |G| 43071| 0.143670 |    ||1|0|29|2|2|6|0
363|APMUKS(BJ) B003603.18-084805.5|  9.64717 |  -8.52678 |G|||||1|0|1|1|0|0|0
364|2MASX J00383546-0902101|  9.64777 |  -9.03626 |G| 44602| 0.148776 |    ||1|0|30|2|2|6|0
365|ABELL 0085:[SDG98] 0355|  9.64850 |  -8.91411 |G|||||1|0|0|0|0|0|0
366|APMUKS(BJ) B003603.80-100659.4|  9.64858 |  -9.84175 |G|||||1|0|1|1|0|0|0
367|APMUKS(BJ) B003603.92-101802.3|  9.64904 | -10.02600 |G| 34153| 0.113922 |    ||2|0|1|1|0|0|0
368|APMUKS(BJ) B003603.82-083453.2|  9.64950 |  -8.30667 |G|||||1|0|1|1|0|0|0
369|ABELL 0085:[SDG98] 0359|  9.65121 |  -9.82608 |G|||||1|0|0|0|0|0|0
370|APMUKS(BJ) B003604.41-095547.9|  9.65125 |  -9.65506 |G|||||1|0|1|1|0|0|0
371|SDSS J003836.47-091145.0|  9.65196 |  -9.19584 |G| 48568| 0.162004 |    ||3|0|22|2|2|4|0
372|APMUKS(BJ) B003604.49-092020.3|  9.65208 |  -9.06422 |G|||||1|0|1|1|0|0|0
373|ABELL 0085:[SDG98] 0363|  9.65338 |  -9.21889 |G|||||1|0|0|0|0|0|0
374|ABELL 0085:[SDG98] 0364|  9.65346 |  -8.69356 |G|||||1|0|0|0|0|0|0
375|SDSS J003837.62-095217.9|  9.65677 |  -9.87167 |G| 19598| 0.065372 |    ||3|0|21|2|2|4|0
376|ABELL 0085:[SDG98] 0366|  9.65721 |  -9.81522 |G|||||1|0|0|0|0|0|0
377|ABELL 0085:[SDG98] 0367|  9.65729 |  -8.91750 |G|||||1|0|0|0|0|0|0
378|APMUKS(BJ) B003605.75-090503.2|  9.65750 |  -8.80939 |G|||||1|0|1|1|0|0|0
379|APMUKS(BJ) B003606.18-091526.5|  9.65917 |  -8.98264 |G|||||1|0|1|1|0|0|0
380|ABELL 0085:[SDG98] 0370|  9.66000 |  -9.76728 |G|||||1|0|0|0|0|0|0
381|ABELL 0085:[SDG98] 0371|  9.66054 |  -9.16661 |G|||||1|0|0|0|0|0|0
382|APMUKS(BJ) B003606.50-090205.4|  9.66062 |  -8.76003 |G|||||1|0|1|1|0|0|0
383|APMUKS(BJ) B003606.56-091425.8|  9.66075 |  -8.96583 |G|||||1|0|1|1|0|0|0
384|APMUKS(BJ) B003606.49-085141.7|  9.66083 |  -8.58686 |G|||||1|0|1|1|0|0|0
385|APMUKS(BJ) B003606.65-093128.2|  9.66088 |  -9.24983 |G|||||1|0|1|1|0|0|0
386|ABELL 0085:[SDG98] 0376|  9.66287 |  -8.86044 |G|||||1|0|0|0|0|0|0
387|2MASX J00383917-0835401|  9.66304 |  -8.59464 |G|||||1|0|10|1|0|2|0
388|APMUKS(BJ) B003607.44-103143.8|  9.66346 | -10.25411 |G|||||1|0|1|1|0|0|0
389|ABELL 0085:[SDG98] 0379|  9.66358 | -10.09283 |G|||||1|0|0|0|0|0|0
390|ABELL 0085:[SDG98] 0380|  9.66496 | -10.17139 |G|||||1|0|0|0|0|0|0
391|ABELL 0085:[SDG98] 0381|  9.66533 |  -9.86969 |G|||||1|0|0|0|0|0|0
392|ABELL 0085:[SDG98] 0382|  9.66550 |  -8.35275 |G|||||1|0|0|0|0|0|0
393|ABELL 0085:[SDG98] 0383|  9.66575 | -10.21600 |G|||||1|0|0|0|0|0|0
394|ABELL 0085:[SDG98] 0384|  9.66737 |  -8.50794 |G|||||1|0|0|0|0|0|0
395|ABELL 0085:[SDG98] 0385|  9.66758 |  -9.16267 |G|||||1|0|0|0|0|0|0
396|SDSS J003840.35-095804.3|  9.66815 |  -9.96787 |G|105547| 0.352067 |    ||1|0|20|1|2|4|0
397|APMUKS(BJ) B003608.48-090901.9|  9.66883 |  -8.87578 |G|||||1|0|1|1|0|0|0
398|ABELL 0085:[SDG98] 0388|  9.66892 |  -9.99836 |G|||||1|0|0|0|0|0|0
399|ABELL 0085:[SDG98] 0389|  9.66933 |  -9.30239 |G|||||1|0|0|0|0|0|0
400|2MASX J00384073-0928021|  9.66977 |  -9.46737 |G| 24137| 0.080512 |    ||1|0|30|2|2|6|0
401|ABELL 0085:[SDG98] 0391|  9.67008 |  -9.28033 |G|||||1|0|0|0|0|0|0
402|ABELL 0085:[SDG98] 0392|  9.67054 |  -9.47475 |G|||||1|0|0|0|0|0|0
403|APMUKS(BJ) B003609.12-100638.2|  9.67071 |  -9.83597 |G|||||1|0|1|1|0|0|0
404|APMUKS(BJ) B003609.41-100240.8|  9.67208 |  -9.76986 |G|||||1|0|1|1|0|0|0
405|APMUKS(BJ) B003609.36-085541.0|  9.67263 |  -8.65331 |G|||||1|0|1|1|0|0|0
406|2MASX J00384160-0900061|  9.67321 |  -9.00183 |G| 45268| 0.150998 |    ||2|0|30|2|2|6|0
407|ABELL 0085:[SDG98] 0397|  9.67383 |  -9.36442 |G|||||1|0|0|0|0|0|0
408|ABELL 0085:[SDG98] 0398|  9.67454 |  -8.84778 |G|||||1|0|0|0|0|0|0
409|ABELL 0085:[SDG98] 0399|  9.67471 | -10.04906 |G|||||1|0|0|0|0|0|0
410|APMUKS(BJ) B003610.06-100048.6|  9.67475 |  -9.73869 |G|||||1|0|1|1|0|0|0
411|APMUKS(BJ) B003609.90-085550.7|  9.67488 |  -8.65600 |G|||||1|0|1|1|0|0|0
412|ABELL 0085:[SDG98] 0402|  9.67529 |  -9.45458 |G|||||1|0|0|0|0|0|0
413|APMUKS(BJ) B003610.27-084700.5|  9.67667 |  -8.50872 |G|||||1|0|1|1|0|0|0
414|APMUKS(BJ) B003610.65-100228.0|  9.67717 |  -9.76625 |G|||||1|0|1|1|0|0|0
415|APMUKS(BJ) B003610.85-092604.0|  9.67846 |  -9.15972 |G|||||1|0|1|1|0|0|0
416|ABELL 0085:[SDG98] 0406|  9.67871 |  -9.38742 |G|||||1|0|0|0|0|0|0
417|APMUKS(BJ) B003611.64-100559.2|  9.68121 |  -9.82503 |G|||||1|0|1|1|0|0|0
418|ABELL 0085:[SDG98] 0408|  9.68158 |  -8.96250 |G|||||1|0|0|0|0|0|0
419|ABELL 0085:[SDG98] 0409|  9.68267 |  -9.39269 |G|||||1|0|0|0|0|0|0
420|APMUKS(BJ) B003612.44-092427.9|  9.68517 |  -9.13297 |G|||||1|0|1|1|0|0|0
421|APMUKS(BJ) B003612.51-093051.6|  9.68533 |  -9.23953 |G|||||1|0|1|1|0|0|0
422|ABELL 0085:[SDG98] 0412|  9.68613 |  -8.46636 |G|||||1|0|0|0|0|0|0
423|2MASX J00384478-0914291|  9.68626 |  -9.24161 |G| 48401| 0.161449 |    ||2|0|31|2|2|6|0
424|APMUKS(BJ) B003612.66-085117.9|  9.68646 |  -8.58019 |G|||||1|0|1|1|0|0|0
425|2MASX J00384491-0916281|  9.68708 |  -9.27456 |G| 23891| 0.079692 |    ||2|0|9|0|0|2|0
426|2MASX J00384491-0911161|  9.68710 |  -9.18783 |G| 48839| 0.162908 |    ||3|0|31|2|2|6|0
427|ABELL 0085:[SDG98] 0417|  9.68729 |  -9.28856 |G|||||1|0|0|0|0|0|0
428|APMUKS(BJ) B003613.20-083512.6|  9.68892 |  -8.31203 |G|||||1|0|1|1|0|0|0
429|APMUKS(BJ) B003613.42-085105.1|  9.68967 |  -8.57669 |G|||||1|0|1|1|0|0|0
430|APMUKS(BJ) B003613.64-093820.8|  9.69000 |  -9.36433 |G|||||1|0|1|1|0|0|0
431|APMUKS(BJ) B003614.29-100411.4|  9.69233 |  -9.79506 |G|||||1|0|1|1|0|0|0
432|APMUKS(BJ) B003614.51-093644.7|  9.69363 |  -9.33772 |G|||||1|0|1|1|0|0|0
433|APMUKS(BJ) B003614.52-083559.9|  9.69454 |  -8.32522 |G|||||1|0|1|1|0|0|0
434|SDSS J003846.82-093040.2|  9.69512 |  -9.51118 |G|  6132| 0.020454 |    ||2|0|21|2|2|4|0
435|NVSS J003847-091326|  9.69625 |  -9.22425 |G|||||1|0|1|0|0|0|0
436|ABELL 0085:[SDG98] 0426|  9.69692 |  -8.65728 |G|||||1|0|0|0|0|0|0
437|ABELL 0085:[SDG98] 0427|  9.69800 |  -9.94619 |G|||||1|0|0|0|0|0|0
438|ABELL 0085:[SDG98] 0428|  9.69908 | -10.16186 |G|||||1|0|0|0|0|0|0
439|ABELL 0085:[SDG98] 0429|  9.69921 |  -8.32056 |G|||||1|0|0|0|0|0|0
440|ABELL 0085:[SDG98] 0430|  9.69921 |  -8.88922 |G|||||1|0|0|0|0|0|0
441|ABELL 0085:[SDG98] 0431|  9.69946 |  -9.74397 |G|||||1|0|0|0|0|0|0
442|APMUKS(BJ) B003615.96-092824.0|  9.69983 |  -9.19858 |G|||||1|0|1|1|0|0|0
443|ABELL 0085:[SDG98] 0433|  9.70033 |  -9.33675 |G|||||1|0|0|0|0|0|0
444|ABELL 0085:[SDG98] 0434|  9.70050 |  -8.54878 |G|||||1|0|0|0|0|0|0
445|ABELL 0085:[SDG98] 0435|  9.70071 |  -9.88669 |G|||||1|0|0|0|0|0|0
446|APMUKS(BJ) B003616.32-094423.1|  9.70108 |  -9.46492 |G|||||1|0|1|1|0|0|0
447|ABELL 0085:[SDG98] 0437|  9.70154 |  -9.36517 |G|||||1|0|0|0|0|0|0
448|APMUKS(BJ) B003616.75-085523.2|  9.70358 |  -8.64842 |G|||||1|0|1|1|0|0|0
449|ABELL 0085:[SDG98] 0439|  9.70412 |  -8.32911 |G|||||1|0|0|0|0|0|0
450|2MASX J00384898-0947221|  9.70425 |  -9.78957 |G| 15655| 0.052219 |    ||3|0|30|2|2|6|0
451|ABELL 0085:[SDG98] 0441|  9.70442 |  -8.88369 |G|||||1|0|0|0|0|0|0
452|ABELL 0085:[SDG98] 0442|  9.70571 |  -8.79475 |G|||||1|0|0|0|0|0|0
453|ABELL 0085:[SDG98] 0443|  9.70596 |  -8.66108 |G|||||1|0|0|0|0|0|0
454|ABELL 0085:[SDG98] 0444|  9.70675 |  -9.44797 |G|||||1|0|0|0|0|0|0
455|APMUKS(BJ) B003617.68-083529.0|  9.70771 |  -8.31667 |G|||||1|0|1|1|0|0|0
456|ABELL 0085:[SDG98] 0446|  9.70792 |  -9.23703 |G|||||1|0|0|0|0|0|0
457|APMUKS(BJ) B003618.38-095137.3|  9.70946 |  -9.58561 |G|||||1|0|1|1|0|0|0
458|APMUKS(BJ) B003618.72-102019.0|  9.71058 | -10.06397 |G|||||1|0|1|1|0|0|0
459|APMUKS(BJ) B003618.56-083654.5|  9.71117 |  -8.34039 |G|||||1|0|1|1|0|0|0
460|APMUKS(BJ) B003618.91-102400.3|  9.71125 | -10.12547 |G|||||1|0|1|1|0|0|0
461|SDSS J003851.11-084410.6|  9.71279 |  -8.73633 |G| 16374| 0.054617 |    ||2|0|21|2|1|4|0
462|APMUKS(BJ) B003619.58-101122.3|  9.71425 |  -9.91486 |G| 41748| 0.139256 |    ||2|0|1|1|0|0|0
463|ABELL 0085:[SDG98] 0453|  9.71433 |  -9.44711 |G|||||1|0|0|0|0|0|0
464|APMUKS(BJ) B003619.62-084853.3|  9.71546 |  -8.54006 |G|||||1|0|1|1|0|0|0
465|ABELL 0085:[SDG98] 0455|  9.71592 |  -9.44422 |G|||||1|0|0|0|0|0|0
466|APMUKS(BJ) B003620.18-093942.4|  9.71725 |  -9.38698 |G| 19355| 0.064561 |    ||2|0|1|1|0|0|0
467|ABELL 0085:[SDG98] 0457|  9.71729 |  -9.91325 |G|||||1|0|0|0|0|0|0
468|SDSS J003852.28-085024.7|  9.71767 |  -8.84012 |G| 45214| 0.150819 |    ||3|0|21|2|1|4|0
469|APMUKS(BJ) B003620.39-090515.5|  9.71862 |  -8.81289 |G| 33578| 0.112004 |    ||2|0|1|1|0|0|0
470|SDSS J003852.58-092443.5|  9.71888 |  -9.41212 |G| 27873| 0.092974 |    ||3|0|21|2|2|4|0
471|APMUKS(BJ) B003621.07-093449.1|  9.72104 |  -9.30561 |G|  5646| 0.018833 |    ||2|0|1|1|0|0|0
472|ABELL 0085:[SDG98] 0462|  9.72113 |  -9.57197 |G|||||1|0|0|0|0|0|0
473|2MASX J00385355-0855011|  9.72317 |  -8.91714 |G| 48327| 0.161201 |    ||2|0|30|2|2|6|0
474|APMUKS(BJ) B003621.81-094410.6|  9.72400 |  -9.46178 |G|||||1|0|1|1|0|0|0
475|APMUKS(BJ) B003621.83-094705.2|  9.72404 |  -9.51008 |G|||||1|0|1|1|0|0|0
476|APMUKS(BJ) B003621.96-091116.7|  9.72483 |  -8.91316 |*|||||2|0|1|1|0|0|0
477|ABELL 0085:[SDG98] 0467|  9.72579 |  -9.54231 |G|||||1|0|0|0|0|0|0
478|ABELL 0085:[SDG98] 0468|  9.72638 |  -8.92358 |G|||||1|0|0|0|0|0|0
